category,name,guid,nickname,description,type,library
Maths,Power,78fed580-851b-46fe-af2f-6519a9d378e0,Pow,Raise a value to a power.,MathComponents.OperatorComponents.Operator_Power,Math Components
Maths,Power of 10,2ebb82ef-1f90-4ac9-9a71-1fe0f4ef7044,10º,Raise 10 to the power of N.,MathComponents.FunctionComponents.Func10Power,Math Components
Maths,Power of 2,7a1e5fd7-b7da-4244-a261-f1da66614992,2º,Raise 2 to the power of N.,MathComponents.FunctionComponents.Func2Power,Math Components
Maths,Power of E,c717f26f-e4a0-475c-8e1c-b8f77af1bc99,Eº,Raise E to the power of N.,MathComponents.FunctionComponents.FuncExponential,Math Components
Maths,Python 3 Script,719467e6-7cf5-4848-99b0-c5dd57e5442c,Py3,Python 3 scripting component,RhinoCodePluginGH.Components.Python3Component,RhinoCodePluginGH
Maths,Radians,a4cd2751-414d-42ec-8916-476ebf62d7fe,Rad,Convert an angle specified in degrees to radians,MathComponents.FunctionComponents.FuncToRadians,Math Components
Maths,Relative Differences,dd17d442-3776-40b3-ad5b-5e188b56bd4c,RelDif,Compute relative differences for a list of data,MathComponents.OperatorComponents.Component_RelativeDifferences,Math Components
Maths,Remap Numbers,2fcc2743-8339-4cdf-a046-a1f17439191d,ReMap,Remap numbers into a new numeric domain,MathComponents.DomainComponents.Component_RemapNumbers,Math Components
Maths,Right Trigonometry,e75d4624-8ee2-4067-ac8d-c56bdc901d83,RTrig,Right triangle trigonometry,XformComponents.RightTriangleTrig,Transform Components
Maths,Round,a50c4a3b-0177-4c91-8556-db95de6c56c8,Round,Round a floating point value.,MathComponents.OperatorComponents.Function_Round,Math Components
Maths,Script,c9b2d725-6f87-4b07-af90-bd9aefef68eb,S,Scripting component,RhinoCodePluginGH.Components.ScriptComponent,RhinoCodePluginGH
Maths,Script Library,b256e55c-572b-4b8a-83bf-1cb0015968f0,L,Script library parameter,RhinoCodePluginGH.Parameters.ScriptLibraryParam,RhinoCodePluginGH
Maths,Script Library (Deconstruct),ae3b6678-0856-4e38-8100-3e31ceb6779b,DSL,Deconstruct script library,RhinoCodePluginGH.Components.DeconstructScriptLibrary,RhinoCodePluginGH
Maths,Script Source,0b057941-4ed8-4cde-9c90-bacf7ba51cb7,S,Script source parameter,RhinoCodePluginGH.Parameters.ScriptParam,RhinoCodePluginGH
Maths,Script Source (Deconstruct),6a69a1bf-e2f6-4022-a407-08e93ac601ea,DS,Deconstruct script source,RhinoCodePluginGH.Components.DeconstructScript,RhinoCodePluginGH
Maths,Secant,60103def-1bb7-4700-b294-3a89100525c4,Sec,Compute the secant (reciprocal of the Cosine) of an angle.,MathComponents.FunctionComponents.FuncSecant,Math Components
Maths,Series Addition,586706a8-109b-43ec-b581-743e920c951a,SA,Perform serial addition until a goal has been reached,MathComponents.OperatorComponents.Component_AdditionSeries,Math Components
Maths,Similarity,40177d8a-a35c-4622-bca7-d150031fe427,Similar,Test for similarity of two numbers,MathComponents.OperatorComponents.Component_Similarity,Math Components
Maths,Sinc,a2d9503d-a83c-4d71-81e0-02af8d09cd0c,Sinc,Compute the sinc (Sinus Cardinalis) of a value.,MathComponents.FunctionComponents.FuncSinc,Math Components
Maths,Sine,7663efbb-d9b8-4c6a-a0da-c3750a7bbe77,Sin,Compute the sine of a value,MathComponents.FunctionComponents.FuncSin,Math Components
Maths,Smaller Than,ae840986-cade-4e5a-96b0-570f007d4fc0,Smaller,Smaller than (or equal to),MathComponents.OperatorComponents.Component_SmallerThan,Math Components
Maths,Smooth Numbers,5b424e1c-d061-43cd-8c20-db84564b0502,Smooth,Smooth out changing numbers over time,Grasshopper.Kernel.Components.GH_SmoothNumbersComponent,Grasshopper
Maths,Square,2280dde4-9fa2-4b4a-ae2f-37d554861367,Sqr,Compute the square of a value,MathComponents.FunctionComponents.FuncSquare,Math Components
Maths,Square Root,ad476cb7-b6d1-41c8-986b-0df243a64146,Sqrt,Compute the square root of a value,MathComponents.FunctionComponents.FuncSquareRoot,Math Components
Maths,Subtraction,9c007a04-d0d9-48e4-9da3-9ba142bc4d46,A-B,Mathematical subtraction,MathComponents.OperatorComponents.Component_VariableSubtraction,Math Components
Maths,Swap Columns,4cebcaf7-9a6a-435b-8f8f-95a62bacb0f2,SwapC,Swap two columns in a matrix,MathComponents.MatrixComponents.Component_SwapMatrixColumns,Math Components
Maths,Swap Rows,8600a3fc-30f0-4df6-b126-aaa79ece5bfe,SwapR,Swap two rows in a matrix,MathComponents.MatrixComponents.Component_SwapMatrixRows,Math Components
Maths,Tangent,0f31784f-7177-4104-8500-1f4f4a306df4,Tan,Compute the tangent of a value,MathComponents.FunctionComponents.FuncTan,Math Components
Maths,Transpose Matrix,0e90b1f3-b870-4e09-8711-4bf819675d90,Transpose,Transpose a matrix (swap rows and columns),MathComponents.MatrixComponents.Component_TransposeMatrix,Math Components
Maths,Triangle Trigonometry,92af1a02-9b87-43a0-8c45-0ce1b81555ec,Trig,Generic triangle trigonometry,XformComponents.TriangleTrig,Transform Components
Maths,Truncate,bd96f893-d57b-4f04-90d0-dca0d72ff2f9,Trunc,Perform truncation of numerical extremes,MathComponents.OperatorComponents.Component_Truncate,Math Components
Maths,VB Script,079bd9bd-54a0-41d4-98af-db999015f63d,VB,A VB.NET scriptable component,ScriptComponents.Component_VBNET_Script,Script Components
Maths,Variable,84fa917c-1ed8-4db3-8be1-7bdc4a6495a2,var,Contains a collection of script-friendly data,Grasshopper.Kernel.Parameters.Param_ScriptVariable,Grasshopper
Maths,Weighted Average,338666eb-14c5-4d9b-82e2-2b5be60655df,Wav,Solve the arithmetic weighted average for a set of items,MathComponents.OperatorComponents.Component_WeightedAverage,Math Components
Maths,var,08908df5-fa14-4982-9ab2-1aa0927566aa,var,Contains a collection of script-friendly data,RhinoCodePluginGH.Parameters.ScriptVariableParam,RhinoCodePluginGH
Mesh,Align Vertices,db661dd7-63a4-44c6-91f2-6faab2471383,AlignVert,Align nearby vertices in a mesh,SurfaceComponents.MeshComponents.Component_MeshAlignVertices,Surface Components
Mesh,Blur Mesh,48a9fa10-8d3c-4767-aca6-81232271f6e0,MBlur,Blur the colours on a mesh,SurfaceComponents.MeshComponents.Component_MeshBlur,Surface Components
Mesh,Construct Mesh,e2c0f9db-a862-4bd9-810c-ef2610e7a56f,ConMesh,"Construct a mesh from vertices, faces and optional colours.",SurfaceComponents.MeshComponents.Component_Mesh,Surface Components
Mesh,Convex Hull,9d0c5284-ea24-4f9f-a183-ef57fc48b5b8,Hull,"Compute the planar, convex hull for a collection of points",TriangulationComponents.Component_ConvexHull,Triangulation Components
Mesh,Cull Faces,57edd208-760a-4f0f-87e6-ca1bbd74133b,CullF,Cull faces from a mesh,SurfaceComponents.MeshComponents.Component_MeshCullFaces,Surface Components
Mesh,Cull Vertices,9d50bf9b-46bc-403a-9ec9-1052f51dd6b6,CullV,Cull vertices from a mesh,SurfaceComponents.MeshComponents.Component_MeshCullVertices,Surface Components
Mesh,Deconstruct Face,aab142b1-b870-46de-8e86-654c9a554d90,DeFace,Deconstruct a mesh face into its four corner indices.,SurfaceComponents.MeshComponents.Component_DeconstructFace,Surface Components
Mesh,Deconstruct Mesh,ba2d8f57-0738-42b4-b5a5-fe4d853517eb,DeMesh,Deconstruct a mesh into its component parts.,SurfaceComponents.MeshComponents.Component_DeconstructMesh,Surface Components
Mesh,Delaunay Edges,db2a4d25-23fa-4887-8983-ee5293cc82c0,Con,Delaunay connectivity,TriangulationComponents.Component_Connectivity,Triangulation Components
Mesh,Delaunay Mesh,1eb4f6ff-3547-4184-bead-1b01e7cfd668,Del,Delaunay triangulation,TriangulationComponents.Component_Delaunay,Triangulation Components
Mesh,Delete Faces,d0f1311b-8287-4484-b2ea-1475c6770926,DeleteF,Delete faces from a mesh,SurfaceComponents.MeshComponents.Component_MeshDeleteFaces,Surface Components
Mesh,Delete Vertices,23d715f7-4bc6-4e69-b76d-7c04ca2ebf5f,DeleteV,Delete vertices from a mesh,SurfaceComponents.MeshComponents.Component_MeshDeleteVertices,Surface Components
Mesh,Disjoint Mesh,4dce5963-dc1a-4710-8991-9437ea23888d,Disjoint,Split a mesh into disjoint pieces.,SurfaceComponents.MeshComponents.Component_MeshSplitDisjoint,Surface Components
Mesh,Exposure,a78e3fbc-d199-4bd9-8df0-fc4c2743eb31,Exposure,Solve mesh exposure for a collection of energy rays and obstructions.,SurfaceComponents.ShadingComponents.Component_Exposure,Surface Components
Mesh,Face Boundaries,0b4ac802-fc4a-4201-9c66-0078b837c1eb,FaceB,Convert all mesh faces to polylines,SurfaceComponents.MeshComponents.Component_MeshFaceBoundaries,Surface Components
Mesh,Face Circles,d8cf1555-a0d5-43cb-8a10-46f8c014db3a,FaceC,Solve the circumscribed circles for all mesh faces,SurfaceComponents.MeshComponents.Component_MeshFaceCircles,Surface Components
Mesh,Face Normals,cb4ca22c-3419-4962-a078-ad4ff7f1f929,FaceN,Extract the normals and center points of all faces in a mesh,SurfaceComponents.MeshComponents.Component_MeshFaceNormals,Surface Components
Mesh,Facet Dome,190c0070-8cbf-4347-94c2-d84bbb488d55,Facet,Create a facetted dome,TriangulationComponents.Component_FacetDome,Triangulation Components
Mesh,Flip Mesh,47fbc929-e88a-4a13-882e-dad84763256d,FlipM,Flip the normal vectors of a mesh,SurfaceComponents.MeshComponents.GH_MeshFlip,Surface Components
Mesh,Mesh Box,2696bd14-3fb5-4750-827f-86df6c31d664,MBox,Create a mesh box.,SurfaceComponents.MeshComponents.Component_MeshBox,Surface Components
Mesh,Mesh Brep,60e7defa-8b21-4ee1-99aa-a9223d6134ff,Mesh,Create a mesh that approximates Brep geometry,SurfaceComponents.MeshComponents.Component_MeshBRep,Surface Components
Mesh,Mesh Closest Point,a559fee2-4b76-4370-8042-c7440cd75049,MeshCP,Finds the closest point on a mesh,SurfaceComponents.MeshComponents.Component_MeshClosestPoint,Surface Components
Mesh,Mesh Colours,d2cedf38-1149-4adc-8dbf-b06571cb5106,MCol,Assign a repeating colour pattern to a mesh object.,SurfaceComponents.MeshComponents.Component_MeshColour,Surface Components
Mesh,Mesh Depth,07a3b2a0-c4d0-4638-9044-39ac4681e782,MDepth,Validate the depth of a mesh.,SurfaceComponents.MeshComponents.Component_MeshDepth,Surface Components
Mesh,Mesh Edges,2b9bf01d-5fe5-464c-b0b3-b469eb5f2efb,MEdges,Get all the edges of a mesh,SurfaceComponents.MeshComponents.Component_MeshEdges,Surface Components
Mesh,Mesh Eval,b2dc090f-b022-4264-8889-87e22979336e,MEval,Evaluate a mesh at a given parameter,SurfaceComponents.MeshComponents.Component_MeshEvaluate,Surface Components
Mesh,Mesh Inclusion,01e3991d-18bd-474f-9fbd-076a8700159f,MInc,Test a point for Mesh inclusion,SurfaceComponents.MeshComponents.Component_MeshInclusion,Surface Components
Mesh,Mesh Join,4bc9dbbf-fec8-4348-a3af-e33e7edc8e7b,MJoin,Join a set of meshes into a single mesh,SurfaceComponents.MeshComponents.Component_MeshJoin,Surface Components
Mesh,Mesh Plane,8adbf481-7589-4a40-b490-006531ea001d,MPlane,Create a mesh plane.,SurfaceComponents.MeshComponents.Component_MeshPlane,Surface Components
Mesh,Mesh Quad,1cb59c86-7f6b-4e52-9a0c-6441850e9520,Quad,Create a mesh quad.,SurfaceComponents.MeshComponents.Component_QuadFace,Surface Components
Mesh,Mesh Shadow,c3dce3e8-c9cc-413c-a93f-732434282fdd,MShadow,Compute the shadow outline for a mesh object,SurfaceComponents.MeshComponents.Component_MeshShadow,Surface Components
Mesh,Mesh Sphere,0a391eac-5048-443c-9c1b-f592299b6dd6,MSphere,Create a mesh sphere.,SurfaceComponents.MeshComponents.Component_MeshSphere,Surface Components
Mesh,Mesh Sphere Ex,76f85ee4-5a88-4511-8ba7-30df07e50533,MSphereEx,Create a mesh sphere from square patches.,SurfaceComponents.MeshComponents.Component_MeshSphere2,Surface Components
Mesh,Mesh Split Plane,330eb9c9-0098-4375-9078-e00a419d49fb,MSplit,Split a mesh with an infinite plane.,SurfaceComponents.MeshComponents.Component_MeshSplitPlane,Surface Components
Mesh,Mesh Spray,edcf10e1-02a0-48a4-ae2d-70c50d903dc8,MSpray,Assign colours to a mesh based on spray points.,SurfaceComponents.MeshComponents.Component_MeshColourSpray,Surface Components
Mesh,Mesh Surface,58cf422f-19f7-42f7-9619-fc198c51c657,Mesh UV,Create a Surface UV mesh,SurfaceComponents.MeshComponents.Component_MeshSurfaceUV,Surface Components
Mesh,Mesh Triangle,5a4ddedd-5af9-49e5-bace-12910a8b9366,Triangle,Create a mesh triangle.,SurfaceComponents.MeshComponents.Component_TriangleFace,Surface Components
Mesh,MetaBall,dc934310-67eb-4d1d-8607-7cc62a501dd9,MetaBall,2D Metaball isocurve through point,Grasshopper.Kernel.Components.GH_MetaBallComponent,Grasshopper
Mesh,MetaBall(t),c48cf4d4-432c-41b6-b77a-77650479a31f,MetaBall(t),2D Metaball isosurface by threshold,Grasshopper.Kernel.Components.GH_MetaBallComponentThreshold,Grasshopper
Mesh,MetaBall(t) Custom,c4373505-a4cf-4992-8db1-fd6e6bb5850d,MetaBall(t),2D Metaball isosurface by threshold and custom charge values,Grasshopper.Kernel.Components.GH_MetaBallComponentThresholdEx,Grasshopper
Mesh,OcTree,a59a68ad-fdd6-41dd-88f0-d7a6fb8d2e16,OcT,A three-dimensional oc-tree structure,TriangulationComponents.Component_OcTree,Triangulation Components
Mesh,Occlusion,1583bd7e-4ab7-4439-b922-d6f8cd63c399,Occ,Solve occlusion for a collection of view rays and obstructions.,SurfaceComponents.ShadingComponents.Component_Occlusion,Surface Components
Mesh,Proximity 2D,458ed0e0-19a3-419b-8ead-f524925b8a35,Prox,Search for two-dimensional proximity within a point list,TriangulationComponents.Component_Proximity2D,Triangulation Components
Mesh,Proximity 3D,e504d619-4467-437a-92fa-c6822d16b066,Prox,Search for three-dimensional proximity within a point list,TriangulationComponents.Component_Proximity3D,Triangulation Components
Mesh,Quad Remesh,1a17d3f0-c8f8-4ee9-8dab-ea1c29db6a49,QRMesh,Perform quad-remeshing on a shape.,QuadRemeshComponents.QuadRemeshComponent,Transform Components
Mesh,Quad Remesh Settings,f562505b-4c49-49d1-932d-c8804b3fcec6,QRSettings,Create setting for Quad-remeshing.,QuadRemeshComponents.QuadRemeshSettingsComponent,Transform Components
Mesh,QuadTree,8102032b-9699-4949-ab12-3017a31d1062,QT,A two-dimensional quadtree structure,TriangulationComponents.Component_QuadTree,Triangulation Components
Mesh,Quadmesh Settings,b7cbe6eb-0608-4038-88e0-50495a559a41,QMS,A collection of Quad-Remeshing settings,QuadRemeshComponents.QuadRemeshSettingsParameter,Transform Components
Mesh,Quadrangulate,9266a2bb-918f-4675-9c91-f67d0dd33eac,Quad,Quadrangulate as many triangles as possible in a mesh,SurfaceComponents.MeshComponents.Component_MeshQuadrangulate,Surface Components
Mesh,Settings (Custom),4a0180e5-d8f9-46e7-bd34-ced804601462,Custom Mesh Settings,Represents custom mesh settings.,SurfaceComponents.MeshComponents.Component_MeshSettingsCustom,Surface Components
Mesh,Settings (Quality),1b0ee096-cc76-4847-8941-04a9e256de76,Smooth,Represents 'Smooth & slower' mesh settings.,SurfaceComponents.MeshComponents.Component_MeshSettingsSmoothAndSlower,Surface Components
Mesh,Settings (Speed),255ca3e9-2c1e-443a-a404-e76b5c63f4cb,Jagged,Represents 'Jagged & faster' mesh settings.,SurfaceComponents.MeshComponents.Component_MeshSettingsJaggedAndFaster,Surface Components
Mesh,ShrinkWrap,af684a85-eb3c-4d62-8931-cc2820855100,Wrap,ShrinkWrap a mesh or point cloud object,CurveComponents.Component_ShrinkWrap,Curve Components
Mesh,Simple Mesh,c3f9cea5-6fd4-4db5-959b-08cd08ed9fe1,SMesh,Create a mesh that represents a Brep as simply as possible,SurfaceComponents.MeshComponents.Component_MeshBrepSimple,Surface Components
Mesh,Smooth Mesh,e45aa4a0-e40d-421c-a335-5185dd131836,MSmooth,Smooth the vertices of a mesh,TriangulationComponents.Component_SmoothMesh,Triangulation Components
Mesh,Substrate,415750fd-c0ec-4411-84d0-01f28ab23066,Substrate,Substrate algorithm inspired by Jared Tarbell (Complexification.net),TriangulationComponents.Component_Substrate,Triangulation Components
Mesh,TriRemesh,866222ee-6093-4af8-8944-2f9264885385,TriRemesh,Convert a Brep or Mesh into a mesh of near equilateral triangles,Kangaroo2Component.KMeshMachine.TriRemesh,Kangaroo2 Components
Mesh,Triangulate,3fba11d5-b30a-4146-8d80-d591e7a0a287,Tri,Triangulate all quads in a mesh,SurfaceComponents.MeshComponents.Component_MeshTriangulate,Surface Components
Mesh,Unify Mesh,ca6a48f4-b681-4989-b0c1-301a2929a84c,UniM,Unify the normals of a mesh,SurfaceComponents.MeshComponents.GH_MeshUnify,Surface Components
Mesh,Unweld Mesh,47814a17-ca9e-4305-9400-3a9c8d71c19d,Unweld,Unweld (split) creases in a mesh,SurfaceComponents.MeshComponents.Component_MeshUnweld,Surface Components
Mesh,Voronoi,a4011be0-1c91-45bd-8280-17dd3a9f46f1,Voronoi,Planar voronoi diagram for a collection of points,TriangulationComponents.Component_PlanarVoronoi,Triangulation Components
Mesh,Voronoi 3D,ba9bb57a-61cf-4207-a1c4-994e371ba4f9,Voronoi³,Volumetric voronoi diagram for a collection of points,TriangulationComponents.Component_VolumeVoronoi,Triangulation Components
Mesh,Voronoi Cell,7b181be1-30e7-4a97-915a-1b461741aef8,VCell,Compute a single 3D Voronoi cell,TriangulationComponents.Component_VoronoiCell,Triangulation Components
Mesh,Voronoi Groups,9d4854fe-70db-4863-967b-4120d0b6d2e4,VorGroup,Compute a custom set of nested voronoi diagrams.,TriangulationComponents.Component_RecursivePlanarVoronoi,Triangulation Components
Mesh,Weld Mesh,9f6d85c9-1143-4538-bca7-69dcb11a74ef,Weld,Weld (merge) creases in a mesh,SurfaceComponents.MeshComponents.Component_MeshWeld,Surface Components
Params,Angular Dimension,1eb74534-dba3-4d5b-b177-264c9dd58549,Angular Dimension,Contains a collection of angular dimensions,Grasshopper.Kernel.Parameters.Param_AngularDimension,Grasshopper
Params,Annotation Dot,2773c606-0a71-46d2-9921-e63e22e09e3b,Annotation Dot,Contains a collection of annotation dots,Grasshopper.Kernel.Parameters.Param_TextDot,Grasshopper
Params,Arrow,a6035ecc-5551-4ea2-ac00-56ec5c6b0dcf,Arrow,Arrow type,Grasshopper.Rhinoceros.Annotations.Params.Param_AnnotationArrow,Grasshopper
Params,Arrow Settings,1a3cc1fa-9f8b-4537-b0ac-74f1688cd6fd,Arrows,Contains a collection of arrows and their properties,Grasshopper.Rhinoceros.Annotations.Params.Param_AnnotationArrowSettings,Grasshopper
Params,Atom,a80395af-f134-4d6a-9b89-15edf3161619,Atom,Contains a collection of atoms,IOComponents.ImporterPDB.AtomParam,IO Components
Params,Atom Data,7b371d04-53e3-47d8-b3dd-7b113c48bc59,Atom,Get detailed information for an atom,IOComponents.ImporterPDB.AtomExtractor,IO Components
